time;month;temperature;wind;barometer;weather;label
14.5;4;0.8947368421052632;0.34;0.3125;2;2
15.5;4;0.8947368421052632;0.3;0.25;2;2
16.0;4;0.8421052631578947;0.38;0.25;2;2
16.5;4;0.7894736842105263;0.3;0.25;2;2
17.0;4;0.7368421052631579;0.34;0.25;2;2
17.5;4;0.6842105263157895;0.38;0.25;2;2
18.0;4;0.6842105263157895;0.38;0.25;2;2
18.5;4;0.631578947368421;0.34;0.3125;2;2
19.0;4;0.631578947368421;0.34;0.3125;2;2
19.5;4;0.5789473684210527;0.26;0.3125;2;2
20.0;4;0.5789473684210527;0.26;0.375;2;2
20.5;4;0.5789473684210527;0.26;0.375;2;2
21.0;4;0.5789473684210527;0.26;0.375;2;2
21.5;4;0.5789473684210527;0.26;0.4375;2;2
22.5;4;0.5263157894736842;0.34;0.5;2;2
23.5;4;0.5263157894736842;0.3;0.5;2;2
0.0;4;0.5263157894736842;0.26;0.4375;2;2
0.5;4;0.5263157894736842;0.22;0.4375;2;2
1.0;4;0.5263157894736842;0.22;0.4375;2;2
1.5;4;0.5263157894736842;0.22;0.4375;2;2
2.0;4;0.5263157894736842;0.18;0.375;2;2
2.5;4;0.5263157894736842;0.18;0.375;2;2
3.0;4;0.5263157894736842;0.12;0.375;2;2
3.5;4;0.5263157894736842;0.18;0.375;2;2
4.0;4;0.5263157894736842;0.14;0.375;2;2
4.5;4;0.5263157894736842;0.14;0.375;2;2
5.0;4;0.5263157894736842;0.18;0.4375;2;2
5.5;4;0.5263157894736842;0.14;0.4375;2;3
6.0;4;0.5263157894736842;0.22;0.4375;3;3
6.5;4;0.5263157894736842;0.22;0.5;3;3
7.5;4;0.5789473684210527;0.18;0.5625;3;3
8.0;4;0.631578947368421;0.22;0.5625;3;3
8.5;4;0.6842105263157895;0.18;0.5625;3;3
9.0;4;0.6842105263157895;0.22;0.5625;3;3
9.5;4;0.6842105263157895;0.22;0.5625;3;3
10.0;4;0.7368421052631579;0.22;0.5625;3;3
10.5;4;0.7894736842105263;0.18;0.5625;3;3
11.5;4;0.7894736842105263;0.14;0.5625;3;3
12.0;4;0.8421052631578947;0.12;0.5;3;3
12.5;4;0.8421052631578947;0.14;0.4375;3;3
13.0;4;0.8947368421052632;0.08;0.4375;3;3
13.5;4;0.8421052631578947;0.22;0.375;3;3
14.0;4;0.7894736842105263;0.3;0.3125;3;3
14.5;4;0.8947368421052632;0.22;0.3125;3;2
15.0;4;0.8421052631578947;0.26;0.25;2;2
15.5;4;0.7894736842105263;0.34;0.25;2;2
16.0;4;0.7894736842105263;0.38;0.3125;2;2
16.5;4;0.7368421052631579;0.38;0.25;2;2
17.0;4;0.7368421052631579;0.38;0.3125;2;2
17.5;4;0.6842105263157895;0.4;0.3125;2;2
18.0;4;0.631578947368421;0.38;0.3125;2;2
18.5;4;0.631578947368421;0.38;0.375;2;2
19.0;4;0.631578947368421;0.44;0.375;2;2
19.5;4;0.5789473684210527;0.4;0.4375;2;2
20.0;4;0.5789473684210527;0.34;0.4375;2;2
20.5;4;0.5789473684210527;0.34;0.4375;2;2
21.0;4;0.5789473684210527;0.26;0.5;2;2
21.5;4;0.5789473684210527;0.22;0.5;2;2
22.0;4;0.5789473684210527;0.26;0.5;2;2
22.5;4;0.5789473684210527;0.26;0.5;2;2
23.5;4;0.5263157894736842;0.22;0.5625;2;2
0.0;4;0.5263157894736842;0.12;0.5625;2;2
0.5;4;0.5263157894736842;0.18;0.5;2;2
1.5;4;0.5263157894736842;0.26;0.4375;2;2
2.5;4;0.5263157894736842;0.22;0.4375;2;2
3.0;4;0.5263157894736842;0.18;0.4375;2;2
3.5;4;0.5263157894736842;0.22;0.4375;2;2
4.0;4;0.5263157894736842;0.14;0.4375;2;2
4.5;4;0.47368421052631576;0.18;0.5;2;2
5.0;4;0.47368421052631576;0.22;0.5;2;2
5.5;4;0.47368421052631576;0.22;0.5;2;2
6.0;4;0.47368421052631576;0.22;0.5;2;2
6.5;4;0.5263157894736842;0.22;0.5;2;2
7.0;4;0.5263157894736842;0.3;0.5625;2;2
7.5;4;0.5789473684210527;0.26;0.5625;2;2
8.0;4;0.631578947368421;0.26;0.625;2;2
9.0;4;0.6842105263157895;0.18;0.625;2;2
9.5;4;0.7368421052631579;0.18;0.625;2;2
10.0;4;0.7368421052631579;0.14;0.625;2;2
10.5;4;0.7894736842105263;0.12;0.625;2;2
11.0;4;0.8421052631578947;0.08;0.5625;2;2
11.5;4;0.8421052631578947;0.08;0.5625;2;2
12.0;4;0.8421052631578947;0.14;0.5;2;2
12.5;4;0.8947368421052632;0.26;0.5;2;2
13.0;4;0.9473684210526315;0.14;0.4375;2;2
13.5;4;0.9473684210526315;0.12;0.4375;2;2
14.0;4;0.9473684210526315;0.26;0.375;2;2
14.5;4;0.9473684210526315;0.26;0.375;2;2
15.0;4;0.8947368421052632;0.38;0.375;2;2
15.5;4;0.8947368421052632;0.38;0.375;2;2
16.0;4;0.7894736842105263;0.34;0.375;2;2
16.5;4;0.7894736842105263;0.38;0.375;2;2
17.0;4;0.7368421052631579;0.38;0.375;2;2
17.5;4;0.6842105263157895;0.3;0.375;2;2
18.0;4;0.6842105263157895;0.38;0.375;2;2
18.5;4;0.631578947368421;0.48;0.4375;2;2
19.0;4;0.631578947368421;0.48;0.4375;2;2
19.5;4;0.631578947368421;0.44;0.5;2;2
20.0;4;0.5789473684210527;0.38;0.5;2;2
21.0;4;0.5789473684210527;0.38;0.5625;2;2
21.5;4;0.5789473684210527;0.38;0.5625;2;2
22.5;4;0.5789473684210527;0.26;0.5625;2;2
23.5;4;0.5789473684210527;0.26;0.5625;2;2
0.0;4;0.5263157894736842;0.3;0.5625;2;2
0.5;4;0.5263157894736842;0.26;0.5;2;2
1.0;4;0.5263157894736842;0.18;0.5;2;2
1.5;4;0.5263157894736842;0.26;0.5;2;2
2.0;4;0.5263157894736842;0.18;0.5;2;2
2.5;4;0.5263157894736842;0.18;0.5;2;2
3.0;4;0.5263157894736842;0.14;0.5;2;2
3.5;4;0.5263157894736842;0.14;0.5;2;2
4.0;4;0.47368421052631576;0.18;0.5;2;2
4.5;4;0.47368421052631576;0.18;0.5;2;2
5.0;4;0.47368421052631576;0.14;0.5625;2;2
5.5;4;0.47368421052631576;0.18;0.5625;2;2
6.0;4;0.47368421052631576;0.22;0.5625;2;2
6.5;4;0.5263157894736842;0.22;0.625;2;2
7.5;4;0.5789473684210527;0.12;0.6875;2;2
8.0;4;0.5789473684210527;0.12;0.6875;2;3
8.5;4;0.631578947368421;0.14;0.6875;3;2
9.0;4;0.6842105263157895;0.26;0.6875;2;2
9.5;4;0.7368421052631579;0.22;0.6875;2;3
10.0;4;0.7368421052631579;0.14;0.6875;3;3
10.5;4;0.7894736842105263;0.22;0.6875;3;3
11.0;4;0.8421052631578947;0.22;0.6875;3;3
11.5;4;0.8947368421052632;0.18;0.625;3;2
12.0;4;0.8947368421052632;0.14;0.625;2;2
13.0;4;0.8947368421052632;0.08;0.5625;2;3
13.5;4;1.0;0.12;0.5;3;3
14.0;4;0.9473684210526315;0.12;0.4375;3;3
14.5;4;0.8421052631578947;0.26;0.4375;3;2
15.0;4;0.8421052631578947;0.3;0.4375;2;2
15.5;4;0.8421052631578947;0.34;0.4375;2;0
16.0;4;0.7894736842105263;0.4;0.4375;0;0
16.5;4;0.7368421052631579;0.18;0.4375;0;2
17.0;4;0.6842105263157895;0.14;0.5;2;2
17.5;4;0.6842105263157895;0.12;0.5;2;2
18.0;4;0.6842105263157895;0.12;0.5;2;2
18.5;4;0.6842105263157895;0.18;0.5;2;2
19.0;4;0.631578947368421;0.18;0.5;2;2
19.5;4;0.631578947368421;0.22;0.5625;2;2
20.0;4;0.631578947368421;0.22;0.5625;2;2
20.5;4;0.5789473684210527;0.14;0.5625;2;2
21.0;4;0.5789473684210527;0.12;0.5625;2;2
21.5;4;0.5789473684210527;0.14;0.625;2;2
22.5;4;0.5789473684210527;0.26;0.625;2;2
0.0;4;0.5263157894736842;0.26;0.625;2;2
0.5;4;0.5263157894736842;0.12;0.625;2;2
1.0;4;0.5263157894736842;0.12;0.625;2;2
1.5;4;0.47368421052631576;0.18;0.5625;2;2
2.0;4;0.47368421052631576;0.14;0.5625;2;2
3.5;4;0.47368421052631576;0.12;0.5;2;2
4.0;4;0.42105263157894735;0.18;0.5;2;2
4.5;4;0.42105263157894735;0.22;0.5;2;2
5.0;4;0.42105263157894735;0.14;0.5625;2;2
5.5;4;0.42105263157894735;0.12;0.5625;2;2
6.0;4;0.47368421052631576;0.12;0.5625;2;3
6.5;4;0.47368421052631576;0.12;0.5625;3;2
7.0;4;0.5263157894736842;0.12;0.625;2;2
7.5;4;0.5789473684210527;0.14;0.625;2;2
8.0;4;0.631578947368421;0.08;0.625;2;2
8.5;4;0.631578947368421;0.08;0.6875;2;2
9.0;4;0.6842105263157895;0.08;0.6875;2;3
9.5;4;0.6842105263157895;0.12;0.6875;3;3
10.0;4;0.6842105263157895;0.04;0.625;3;3
10.5;4;0.7368421052631579;0.08;0.625;3;3
11.0;4;0.6842105263157895;0.12;0.625;3;3
11.5;4;0.7894736842105263;0.14;0.625;3;2
12.0;4;0.7894736842105263;0.14;0.5625;2;3
12.5;4;0.7894736842105263;0.12;0.5625;3;3
13.0;4;0.7894736842105263;0.08;0.5;3;2
13.5;4;0.7894736842105263;0.12;0.5;2;2
14.0;4;0.8421052631578947;0.18;0.4375;2;2
15.0;4;0.7368421052631579;0.22;0.375;2;2
15.5;4;0.7368421052631579;0.4;0.375;2;2
16.0;4;0.7368421052631579;0.3;0.375;2;2
16.5;4;0.6842105263157895;0.3;0.375;2;2
17.0;4;0.6842105263157895;0.34;0.4375;2;2
17.5;4;0.631578947368421;0.3;0.4375;2;2
18.0;4;0.5789473684210527;0.3;0.5;2;2
18.5;4;0.631578947368421;0.34;0.4375;2;2
19.0;4;0.5789473684210527;0.26;0.5;2;2
19.5;4;0.5789473684210527;0.22;0.5;2;2
20.0;4;0.5789473684210527;0.22;0.5;2;2
20.5;4;0.5789473684210527;0.18;0.5;2;2
21.0;4;0.5789473684210527;0.22;0.5625;2;2
21.5;4;0.5789473684210527;0.26;0.5625;2;2
22.0;4;0.5789473684210527;0.26;0.5625;2;2
22.5;4;0.5789473684210527;0.22;0.625;2;2
23.5;4;0.5263157894736842;0.22;0.5625;2;3
1.5;4;0.5263157894736842;0.18;0.5;3;2
2.0;4;0.47368421052631576;0.12;0.5;2;2
2.5;4;0.5263157894736842;0.26;0.5;2;2
3.0;4;0.47368421052631576;0.22;0.5;2;2
3.5;4;0.47368421052631576;0.22;0.5;2;2
4.0;4;0.47368421052631576;0.22;0.5;2;2
4.5;4;0.47368421052631576;0.22;0.5;2;2
5.0;4;0.47368421052631576;0.18;0.5;2;2
5.5;4;0.47368421052631576;0.26;0.5;2;2
6.0;4;0.47368421052631576;0.34;0.5;2;2
6.5;4;0.5263157894736842;0.22;0.5625;2;2
7.5;4;0.5789473684210527;0.26;0.5625;2;2
8.5;4;0.631578947368421;0.22;0.625;2;2
9.0;4;0.6842105263157895;0.26;0.625;2;2
9.5;4;0.7368421052631579;0.3;0.625;2;2
10.0;4;0.7368421052631579;0.26;0.5625;2;2
10.5;4;0.7894736842105263;0.3;0.5625;2;2
11.0;4;0.7894736842105263;0.26;0.5625;2;2
11.5;4;0.8421052631578947;0.18;0.5;2;2
12.0;4;0.7894736842105263;0.18;0.5;2;2
12.5;4;0.8421052631578947;0.14;0.5;2;2
13.0;4;0.7894736842105263;0.26;0.4375;2;3
14.0;4;0.8421052631578947;0.22;0.375;3;3
14.5;4;0.8421052631578947;0.3;0.375;3;3
15.0;4;0.8421052631578947;0.3;0.375;3;2
15.5;4;0.7894736842105263;0.38;0.375;2;2
16.0;4;0.7894736842105263;0.34;0.3125;2;2
16.5;4;0.7368421052631579;0.4;0.3125;2;2
17.0;4;0.7368421052631579;0.34;0.3125;2;2
17.5;4;0.6842105263157895;0.26;0.375;2;2
18.0;4;0.631578947368421;0.3;0.375;2;2
18.5;4;0.631578947368421;0.34;0.4375;2;2
19.0;4;0.5789473684210527;0.26;0.4375;2;2
19.5;4;0.5789473684210527;0.3;0.4375;2;2
20.0;4;0.5789473684210527;0.34;0.4375;2;2
20.5;4;0.5789473684210527;0.34;0.5;2;2
21.0;4;0.5789473684210527;0.3;0.5;2;2
21.5;4;0.5789473684210527;0.38;0.5625;2;2
23.5;4;0.5263157894736842;0.34;0.5625;2;2
0.5;4;0.5263157894736842;0.14;0.5625;2;2
2.0;4;0.5263157894736842;0.3;0.5;2;2
3.0;4;0.47368421052631576;0.3;0.4375;2;2
3.5;4;0.47368421052631576;0.26;0.4375;2;2
4.0;4;0.47368421052631576;0.3;0.4375;2;2
4.5;4;0.47368421052631576;0.3;0.4375;2;2
5.0;4;0.47368421052631576;0.3;0.4375;2;2
5.5;4;0.47368421052631576;0.26;0.5;2;2
6.0;4;0.47368421052631576;0.26;0.5;2;2
6.5;4;0.5263157894736842;0.22;0.5;2;2
7.0;4;0.5263157894736842;0.38;0.5;2;3
7.5;4;0.5789473684210527;0.22;0.5625;3;3
8.0;4;0.5789473684210527;0.34;0.5625;3;2
8.5;4;0.631578947368421;0.3;0.5625;2;2
9.0;4;0.6842105263157895;0.3;0.5625;2;2
9.5;4;0.7368421052631579;0.3;0.5625;2;2
10.0;4;0.7894736842105263;0.26;0.5625;2;2
10.5;4;0.7894736842105263;0.3;0.5625;2;2
11.0;4;0.8421052631578947;0.38;0.5625;2;2
11.5;4;0.8421052631578947;0.26;0.5;2;2
12.0;4;0.8421052631578947;0.26;0.5;2;2
12.5;4;0.8947368421052632;0.26;0.5;2;2
13.0;4;0.8947368421052632;0.26;0.4375;2;3
13.5;4;0.9473684210526315;0.14;0.375;3;3
14.0;4;0.7894736842105263;0.22;0.375;3;3
14.5;4;0.8947368421052632;0.34;0.375;3;2
15.0;4;0.7894736842105263;0.34;0.375;2;2
15.5;4;0.8421052631578947;0.34;0.3125;2;2
16.0;4;0.8421052631578947;0.34;0.3125;2;2
16.5;4;0.7368421052631579;0.4;0.3125;2;2
17.0;4;0.7368421052631579;0.4;0.3125;2;2
17.5;4;0.6842105263157895;0.3;0.375;2;2
18.0;4;0.631578947368421;0.38;0.375;2;2
18.5;4;0.631578947368421;0.34;0.375;2;2
19.0;4;0.5789473684210527;0.26;0.4375;2;2
19.5;4;0.5789473684210527;0.22;0.4375;2;2
20.0;4;0.5789473684210527;0.22;0.5;2;2
20.5;4;0.5789473684210527;0.34;0.5;2;2
21.0;4;0.5789473684210527;0.3;0.5;2;2
21.5;4;0.5789473684210527;0.34;0.5625;2;2
1.0;4;0.5263157894736842;0.26;0.5;2;2
1.5;4;0.5263157894736842;0.26;0.5;2;2
2.0;4;0.5263157894736842;0.3;0.4375;2;2
2.5;4;0.5263157894736842;0.22;0.4375;2;2
3.0;4;0.5263157894736842;0.26;0.4375;2;2
3.5;4;0.47368421052631576;0.26;0.4375;2;2
4.0;4;0.47368421052631576;0.18;0.4375;2;2
4.5;4;0.47368421052631576;0.22;0.4375;2;2
5.0;4;0.47368421052631576;0.14;0.4375;2;2
5.5;4;0.5263157894736842;0.22;0.5;2;2
6.0;4;0.47368421052631576;0.22;0.5;2;2
6.5;4;0.5263157894736842;0.22;0.5;2;2
7.5;4;0.5789473684210527;0.4;0.5625;2;3
8.5;4;0.631578947368421;0.26;0.625;3;2
9.0;4;0.6842105263157895;0.3;0.625;2;2
9.5;4;0.7368421052631579;0.3;0.5625;2;2
10.0;4;0.7368421052631579;0.3;0.5625;2;2
10.5;4;0.7368421052631579;0.26;0.5625;2;2
11.0;4;0.7894736842105263;0.3;0.5625;2;2
11.5;4;0.7894736842105263;0.18;0.5625;2;3
12.0;4;0.7894736842105263;0.22;0.5;3;3
12.5;4;0.7894736842105263;0.22;0.5;3;3
13.0;4;0.8421052631578947;0.26;0.4375;3;3
13.5;4;0.8421052631578947;0.34;0.4375;3;3
14.0;4;0.8947368421052632;0.26;0.375;3;3
14.5;4;0.8421052631578947;0.3;0.375;3;3
15.0;4;0.8421052631578947;0.34;0.375;3;2
15.5;4;0.7894736842105263;0.3;0.3125;2;2
16.0;4;0.7368421052631579;0.38;0.3125;2;2
16.5;4;0.7368421052631579;0.34;0.3125;2;2
17.0;4;0.6842105263157895;0.3;0.3125;2;2
17.5;4;0.6842105263157895;0.3;0.3125;2;2
18.0;4;0.631578947368421;0.34;0.375;2;2
18.5;4;0.5789473684210527;0.34;0.375;2;2
19.0;4;0.5789473684210527;0.26;0.4375;2;2
19.5;4;0.5789473684210527;0.3;0.4375;2;2
20.0;4;0.5789473684210527;0.26;0.5;2;2
20.5;4;0.5263157894736842;0.3;0.5;2;2
21.0;4;0.5263157894736842;0.3;0.5;2;2
21.5;4;0.5263157894736842;0.34;0.5625;2;2
22.0;4;0.5263157894736842;0.34;0.5625;2;2
23.5;4;0.5263157894736842;0.3;0.5;2;2
0.0;4;0.5263157894736842;0.3;0.5;2;2
0.5;4;0.5263157894736842;0.3;0.5;2;2
1.5;4;0.47368421052631576;0.18;0.5;2;2
2.0;4;0.47368421052631576;0.18;0.4375;2;2
2.5;4;0.47368421052631576;0.22;0.4375;2;2
3.0;4;0.47368421052631576;0.18;0.4375;2;2
3.5;4;0.47368421052631576;0.22;0.4375;2;2
4.0;4;0.47368421052631576;0.14;0.4375;2;2
4.5;4;0.47368421052631576;0.14;0.4375;2;2
5.0;4;0.47368421052631576;0.18;0.4375;2;2
5.5;4;0.47368421052631576;0.14;0.5;2;2
6.0;4;0.47368421052631576;0.14;0.5;2;2
6.5;4;0.5263157894736842;0.14;0.5;2;2
7.5;4;0.5789473684210527;0.18;0.5625;2;2
8.0;4;0.631578947368421;0.26;0.625;2;2
8.5;4;0.631578947368421;0.26;0.625;2;2
9.0;4;0.6842105263157895;0.26;0.625;2;2
9.5;4;0.7368421052631579;0.26;0.625;2;2
10.0;4;0.7368421052631579;0.14;0.5625;2;2
10.5;4;0.7894736842105263;0.22;0.5625;2;2
11.0;4;0.8421052631578947;0.22;0.5625;2;3
11.5;4;0.8947368421052632;0.18;0.5;3;3
12.0;4;0.8421052631578947;0.26;0.5;3;3
12.5;4;0.8947368421052632;0.22;0.4375;3;3
13.5;4;0.8421052631578947;0.26;0.375;3;3
14.0;4;0.8947368421052632;0.3;0.375;3;3
14.5;4;0.8947368421052632;0.38;0.3125;3;3
15.0;4;0.8947368421052632;0.38;0.3125;3;2
15.5;4;0.7894736842105263;0.34;0.3125;2;2
16.0;4;0.7894736842105263;0.34;0.3125;2;2
16.5;4;0.7368421052631579;0.4;0.3125;2;2
17.0;4;0.7368421052631579;0.34;0.3125;2;2
17.5;4;0.6842105263157895;0.34;0.3125;2;2
18.0;4;0.631578947368421;0.38;0.3125;2;2
18.5;4;0.631578947368421;0.34;0.375;2;2
19.0;4;0.631578947368421;0.26;0.375;2;2
19.5;4;0.5789473684210527;0.26;0.375;2;2
20.0;4;0.5789473684210527;0.22;0.375;2;2
20.5;4;0.5789473684210527;0.22;0.375;2;2
21.0;4;0.5789473684210527;0.14;0.375;2;2
21.5;4;0.5789473684210527;0.08;0.375;2;2
22.0;4;0.5789473684210527;0.14;0.4375;2;2
22.5;4;0.5263157894736842;0.18;0.4375;2;2
23.5;4;0.5263157894736842;0.18;0.4375;2;2
0.0;4;0.5263157894736842;0.22;0.375;2;2
0.5;4;0.5263157894736842;0.26;0.375;2;2
1.0;4;0.5263157894736842;0.26;0.375;2;2
1.5;4;0.5263157894736842;0.22;0.375;2;2
2.0;4;0.5263157894736842;0.22;0.375;2;2
2.5;4;0.5263157894736842;0.22;0.375;2;2
3.0;4;0.5263157894736842;0.26;0.375;2;2
3.5;4;0.5263157894736842;0.12;0.375;2;2
4.0;4;0.5263157894736842;0.18;0.375;2;2
4.5;4;0.5263157894736842;0.14;0.375;2;2
5.0;4;0.5263157894736842;0.14;0.4375;2;2
5.5;4;0.5263157894736842;0.14;0.4375;2;2
6.0;4;0.5263157894736842;0.14;0.4375;2;2
6.5;4;0.5789473684210527;0.14;0.4375;2;3
7.5;4;0.631578947368421;0.18;0.5;3;3
8.5;4;0.631578947368421;0.14;0.5625;3;3
9.0;4;0.7368421052631579;0.14;0.5625;3;3
9.5;4;0.7368421052631579;0.18;0.5625;3;3
10.0;4;0.7368421052631579;0.14;0.5;3;3
10.5;4;0.7894736842105263;0.22;0.5;3;3
11.0;4;0.7894736842105263;0.18;0.5;3;3
11.5;4;0.7894736842105263;0.12;0.4375;3;3
12.0;4;0.8421052631578947;0.12;0.4375;3;3
12.5;4;0.8421052631578947;0.22;0.375;3;2
13.0;4;0.8947368421052632;0.14;0.375;2;3
13.5;4;0.8421052631578947;0.18;0.3125;3;3
14.0;4;0.8421052631578947;0.26;0.25;3;0
15.0;4;0.47368421052631576;0.4;0.25;0;0
15.5;4;0.47368421052631576;0.18;0.25;0;2
16.0;4;0.5789473684210527;0.0;0.25;2;2
16.5;4;0.6842105263157895;0.38;0.25;2;2
17.0;4;0.5263157894736842;0.3;0.3125;2;2
17.5;4;0.5263157894736842;0.22;0.3125;2;3
18.0;4;0.631578947368421;0.3;0.3125;3;2
18.5;4;0.5789473684210527;0.26;0.3125;2;2
19.0;4;0.5789473684210527;0.26;0.375;2;2
19.5;4;0.5789473684210527;0.18;0.4375;2;2
20.0;4;0.5789473684210527;0.18;0.4375;2;2
20.5;4;0.5263157894736842;0.18;0.4375;2;1
21.0;4;0.5263157894736842;0.14;0.4375;1;1
21.5;4;0.5789473684210527;0.14;0.4375;1;2
22.0;4;0.5789473684210527;0.14;0.4375;2;2
22.5;4;0.5263157894736842;0.22;0.4375;2;2
23.5;4;0.5263157894736842;0.18;0.4375;2;2
0.0;4;0.5263157894736842;0.18;0.4375;2;2
0.5;4;0.5263157894736842;0.14;0.4375;2;2
1.0;4;0.5263157894736842;0.12;0.375;2;2
1.5;4;0.5263157894736842;0.14;0.375;2;2
2.0;4;0.5263157894736842;0.14;0.375;2;2
2.5;4;0.5263157894736842;0.18;0.375;2;2
3.0;4;0.5263157894736842;0.22;0.375;2;2
3.5;4;0.5263157894736842;0.18;0.3125;2;2
4.0;4;0.5263157894736842;0.14;0.375;2;2
4.5;4;0.5263157894736842;0.18;0.375;2;2
5.0;4;0.5263157894736842;0.18;0.375;2;2
5.5;4;0.5263157894736842;0.14;0.375;2;3
6.0;4;0.5263157894736842;0.08;0.4375;3;3
6.5;4;0.5263157894736842;0.14;0.4375;3;2
7.0;4;0.5263157894736842;0.12;0.4375;2;2
7.5;4;0.5789473684210527;0.18;0.5;2;3
8.0;4;0.5789473684210527;0.08;0.5;3;3
8.5;4;0.631578947368421;0.04;0.5;3;3
9.0;4;0.631578947368421;0.08;0.5625;3;3
9.5;4;0.7368421052631579;0.12;0.5625;3;3
10.0;4;0.7368421052631579;0.12;0.5625;3;3
10.5;4;0.7894736842105263;0.22;0.5625;3;3
11.0;4;0.7894736842105263;0.22;0.5;3;3
11.5;4;0.7894736842105263;0.18;0.5;3;3
12.0;4;0.8947368421052632;0.12;0.5;3;2
12.5;4;0.8421052631578947;0.12;0.4375;2;2
13.0;4;0.8421052631578947;0.18;0.375;2;2
13.5;4;0.8421052631578947;0.22;0.3125;2;2
14.0;4;0.8421052631578947;0.18;0.3125;2;2
14.5;4;0.8421052631578947;0.44;0.3125;2;2
15.0;4;0.8947368421052632;0.3;0.25;2;2
15.5;4;0.8421052631578947;0.34;0.25;2;2
16.0;4;0.7894736842105263;0.3;0.25;2;2
16.5;4;0.7894736842105263;0.34;0.25;2;2
17.0;4;0.7368421052631579;0.3;0.25;2;2
17.5;4;0.7368421052631579;0.34;0.3125;2;2
18.0;4;0.6842105263157895;0.34;0.3125;2;2
18.5;4;0.631578947368421;0.26;0.375;2;2
19.0;4;0.631578947368421;0.26;0.375;2;2
20.0;4;0.5789473684210527;0.18;0.4375;2;2
20.5;4;0.5789473684210527;0.18;0.5;2;2
21.0;4;0.5789473684210527;0.18;0.5;2;2
21.5;4;0.5789473684210527;0.22;0.5;2;2
23.5;4;0.5789473684210527;0.14;0.5;2;2
0.0;4;0.5789473684210527;0.14;0.4375;2;2
0.5;4;0.5789473684210527;0.3;0.4375;2;2
1.5;4;0.5263157894736842;0.26;0.375;2;2
2.5;4;0.5263157894736842;0.12;0.375;2;2
3.0;4;0.5263157894736842;0.14;0.375;2;2
3.5;4;0.5263157894736842;0.14;0.375;2;2
4.0;4;0.5263157894736842;0.12;0.375;2;2
4.5;4;0.5263157894736842;0.08;0.4375;2;2
5.0;4;0.47368421052631576;0.04;0.4375;2;2
5.5;4;0.47368421052631576;0.0;0.4375;2;2
6.0;4;0.47368421052631576;0.12;0.4375;2;2
6.5;4;0.5263157894736842;0.08;0.5;2;2
7.0;4;0.5789473684210527;0.08;0.5;2;2
7.5;4;0.5789473684210527;0.08;0.5;2;3
8.0;4;0.631578947368421;0.12;0.5625;3;3
8.5;4;0.631578947368421;0.12;0.5625;3;3
9.0;4;0.631578947368421;0.14;0.5625;3;3
9.5;4;0.6842105263157895;0.18;0.5625;3;3
10.0;4;0.7894736842105263;0.08;0.5;3;3
10.5;4;0.7894736842105263;0.12;0.5;3;3
11.0;4;0.8421052631578947;0.08;0.5;3;3
11.5;4;0.7894736842105263;0.12;0.5;3;3
12.0;4;0.8421052631578947;0.12;0.4375;3;3
12.5;4;0.8421052631578947;0.18;0.4375;3;3
13.0;4;0.8947368421052632;0.18;0.375;3;3
13.5;4;0.8947368421052632;0.22;0.3125;3;3
14.0;4;0.8947368421052632;0.12;0.3125;3;3
14.5;4;0.9473684210526315;0.26;0.25;3;2
15.0;4;0.9473684210526315;0.22;0.25;2;2
15.5;4;0.8947368421052632;0.34;0.1875;2;2
16.0;4;0.8421052631578947;0.38;0.25;2;2
16.5;4;0.8421052631578947;0.38;0.1875;2;2
17.0;4;0.7894736842105263;0.3;0.25;2;2
17.5;4;0.7368421052631579;0.3;0.3125;2;2
18.0;4;0.6842105263157895;0.3;0.375;2;2
18.5;4;0.631578947368421;0.26;0.375;2;2
19.0;4;0.631578947368421;0.22;0.375;2;2
19.5;4;0.631578947368421;0.26;0.4375;2;2
20.0;4;0.631578947368421;0.3;0.4375;2;2
20.5;4;0.5789473684210527;0.22;0.5;2;2
21.0;4;0.5789473684210527;0.26;0.5;2;2
21.5;4;0.5789473684210527;0.3;0.5;2;2
22.0;4;0.5789473684210527;0.22;0.5;2;2
0.5;4;0.5789473684210527;0.14;0.5;2;2
1.0;4;0.5789473684210527;0.18;0.5;2;2
1.5;4;0.5789473684210527;0.22;0.4375;2;2
2.0;4;0.5789473684210527;0.18;0.4375;2;2
3.0;4;0.5789473684210527;0.14;0.375;2;2
3.5;4;0.5789473684210527;0.22;0.375;2;2
4.0;4;0.631578947368421;0.18;0.375;2;2
4.5;4;0.5263157894736842;0.18;0.4375;2;2
5.0;4;0.5263157894736842;0.14;0.4375;2;2
5.5;4;0.5263157894736842;0.18;0.4375;2;2
6.0;4;0.5263157894736842;0.12;0.5;2;2
6.5;4;0.5789473684210527;0.18;0.5;2;2
7.0;4;0.5789473684210527;0.18;0.5625;2;2
7.5;4;0.5789473684210527;0.18;0.5625;2;3
8.0;4;0.6842105263157895;0.18;0.5625;3;3
9.0;4;0.6842105263157895;0.18;0.625;3;3
9.5;4;0.7894736842105263;0.18;0.625;3;3
10.0;4;0.7894736842105263;0.14;0.625;3;3
10.5;4;0.8421052631578947;0.18;0.5625;3;3
11.0;4;0.8947368421052632;0.22;0.5625;3;3
11.5;4;0.8421052631578947;0.14;0.5625;3;3
12.0;4;0.8947368421052632;0.18;0.5;3;3
12.5;4;0.8947368421052632;0.22;0.5;3;3
13.0;4;0.8947368421052632;0.26;0.4375;3;2
